|e_P|;	|e_N|;	N;	theoretical bias;	practical bias;	position of e_P in L;	\hat{f}(e_P);	\hat{f}(L[0]);	\hat{f}(L[1])
5;	37;	21486;	0.481493;	0.482268;	3;	451;	501;	483
3;	39;	21736;	0.485553;	0.482794;	228;	343;	515;	469
4;	38;	21644;	0.483625;	0.477546;	0;	490;	490;	488
8;	34;	21699;	0.473693;	0.473985;	0;	582;	582;	482
5;	37;	21488;	0.481493;	0.476452;	0;	598;	598;	538
3;	39;	21904;	0.485553;	0.484797;	1242;	295;	489;	485
3;	39;	21564;	0.485553;	0.485021;	85;	373;	523;	457
3;	39;	21736;	0.485553;	0.484266;	132;	360;	514;	476
4;	38;	21408;	0.483625;	0.476644;	0;	581;	581;	495
4;	38;	21752;	0.483625;	0.481657;	283;	341;	479;	475
4;	38;	21736;	0.483625;	0.483300;	11;	415;	469;	461
5;	37;	21783;	0.481493;	0.477161;	0;	493;	493;	489
2;	40;	21743;	0.487291;	0.483880;	2093;	273;	495;	441
3;	39;	21418;	0.485553;	0.488001;	36101;	152;	498;	474
4;	38;	21491;	0.483625;	0.479782;	68;	379;	489;	479
2;	40;	21584;	0.487291;	0.479012;	0;	503;	503;	471
3;	39;	21513;	0.485553;	0.488681;	21270;	179;	463;	455
4;	38;	21853;	0.483625;	0.480254;	0;	500;	500;	470
4;	38;	21757;	0.483625;	0.484258;	15766;	194;	502;	482
3;	39;	21909;	0.485553;	0.482770;	7058;	230;	482;	466
4;	38;	21889;	0.483625;	0.477591;	0;	557;	557;	479
1;	41;	21746;	0.488854;	0.491447;	44796;	141;	469;	467
9;	33;	21818;	0.470562;	0.471904;	0;	679;	679;	503
3;	39;	21724;	0.485553;	0.485684;	15568;	192;	492;	482
9;	33;	21607;	0.470562;	0.472949;	0;	772;	772;	488
4;	38;	21778;	0.483625;	0.493388;	220208;	21;	461;	447
5;	37;	21766;	0.481493;	0.481898;	0;	530;	530;	514
5;	37;	21863;	0.481493;	0.484243;	225;	346;	496;	484
4;	38;	21816;	0.483625;	0.482719;	118;	360;	486;	464
5;	37;	21631;	0.481493;	0.477602;	0;	588;	588;	500
3;	39;	21842;	0.485553;	0.489790;	7163;	227;	507;	491
6;	36;	22164;	0.479139;	0.472523;	0;	638;	638;	488
3;	39;	21582;	0.485553;	0.487351;	434;	322;	492;	470
3;	39;	22055;	0.485553;	0.487100;	38253;	150;	538;	492
4;	38;	21410;	0.483625;	0.479122;	0;	506;	506;	472
4;	38;	21739;	0.483625;	0.484935;	8787;	218;	476;	462
2;	40;	21649;	0.487291;	0.483348;	91;	374;	492;	476
3;	39;	21603;	0.485553;	0.486599;	9158;	217;	463;	459
6;	36;	21860;	0.479139;	0.481244;	24;	411;	501;	493
4;	38;	21935;	0.483625;	0.487075;	822;	305;	483;	467
6;	36;	21781;	0.479139;	0.480006;	344;	332;	502;	490
4;	38;	21833;	0.483625;	0.481152;	990;	300;	476;	474
3;	39;	21814;	0.485553;	0.489548;	12039;	206;	472;	462
3;	39;	21477;	0.485553;	0.490199;	5615;	237;	495;	487
2;	40;	21483;	0.487291;	0.489690;	38744;	148;	496;	460
3;	39;	21785;	0.485553;	0.488960;	54663;	130;	582;	492
5;	37;	21685;	0.481493;	0.482592;	175;	354;	496;	472
5;	37;	21564;	0.481493;	0.480940;	27;	399;	519;	511
6;	36;	21895;	0.479139;	0.482256;	7120;	228;	470;	444
1;	41;	21705;	0.488854;	0.484405;	230;	344;	506;	502
2;	40;	21440;	0.487291;	0.485821;	197;	351;	509;	501
5;	37;	21647;	0.481493;	0.481406;	29;	397;	511;	463
4;	38;	21560;	0.483625;	0.484926;	8;	427;	501;	461
4;	38;	21685;	0.483625;	0.477750;	1;	479;	507;	479
7;	35;	21614;	0.476545;	0.483437;	12;	425;	469;	457
6;	36;	21817;	0.479139;	0.474997;	10;	421;	503;	455
5;	37;	21482;	0.481493;	0.476352;	6;	445;	497;	493
3;	39;	21632;	0.485553;	0.484467;	4886;	242;	450;	450
3;	39;	21860;	0.485553;	0.489753;	718;	311;	531;	449
5;	37;	21719;	0.481493;	0.483816;	153;	353;	529;	501
4;	38;	21892;	0.483625;	0.482916;	2555;	267;	485;	477
0;	42;	21504;	0.490257;	0.495117;	524287;	-10647;	459;	459
2;	40;	21683;	0.487291;	0.490246;	17325;	189;	481;	479
6;	36;	21761;	0.479139;	0.483342;	354;	332;	480;	448
0;	42;	21830;	0.490257;	0.489601;	524287;	-10688;	482;	468
4;	38;	21719;	0.483625;	0.484599;	203;	344;	466;	462
6;	36;	21556;	0.479139;	0.477129;	18;	421;	497;	497
5;	37;	21662;	0.481493;	0.488228;	10154;	212;	524;	486
5;	37;	21640;	0.481493;	0.480638;	1260;	290;	492;	492
3;	39;	21717;	0.485553;	0.488603;	8709;	220;	468;	466
6;	36;	21705;	0.479139;	0.480258;	0;	550;	550;	484
4;	38;	21708;	0.483625;	0.484660;	62517;	120;	546;	468
5;	37;	21383;	0.481493;	0.475097;	0;	527;	527;	475
3;	39;	21644;	0.485553;	0.483552;	101;	367;	479;	463
3;	39;	21487;	0.485553;	0.484246;	142;	358;	498;	472
4;	38;	21873;	0.483625;	0.490285;	12521;	206;	542;	510
5;	37;	21488;	0.481493;	0.476126;	32;	403;	481;	479
4;	38;	21626;	0.483625;	0.483908;	4;	450;	480;	478
2;	40;	21744;	0.487291;	0.491032;	13665;	199;	465;	463
5;	37;	21548;	0.481493;	0.480277;	130;	357;	475;	463
4;	38;	22072;	0.483625;	0.477392;	1;	489;	539;	489
3;	39;	21620;	0.485553;	0.484551;	1417;	288;	502;	484
5;	37;	21634;	0.481493;	0.481973;	12;	423;	483;	467
4;	38;	21637;	0.483625;	0.478763;	5;	465;	511;	495
4;	38;	21818;	0.483625;	0.486662;	2962;	260;	470;	458
5;	37;	21806;	0.481493;	0.481381;	88;	370;	526;	478
2;	40;	21714;	0.487291;	0.487289;	35601;	153;	491;	451
2;	40;	21895;	0.487291;	0.488742;	1562;	285;	493;	493
6;	36;	21682;	0.479139;	0.482566;	8;	441;	521;	519
5;	37;	21721;	0.481493;	0.479674;	17;	404;	494;	448
5;	37;	21743;	0.481493;	0.481580;	0;	512;	512;	510
5;	37;	21775;	0.481493;	0.481424;	3;	476;	530;	476
5;	37;	21667;	0.481493;	0.479023;	58;	387;	497;	471
5;	37;	21835;	0.481493;	0.477811;	17;	434;	508;	484
11;	31;	21468;	0.463382;	0.466974;	0;	920;	920;	458
6;	36;	21609;	0.479139;	0.485538;	1565;	283;	469;	449
4;	38;	21599;	0.483625;	0.484930;	269;	342;	520;	462
5;	37;	21675;	0.481493;	0.484106;	1223;	294;	480;	468
3;	39;	21886;	0.485553;	0.487024;	7808;	227;	471;	469
2;	40;	21677;	0.487291;	0.491350;	8962;	218;	488;	486
3;	39;	21642;	0.485553;	0.485768;	598;	317;	501;	487
3;	39;	21908;	0.485553;	0.485348;	9443;	217;	465;	459
5;	37;	22132;	0.481493;	0.476550;	642;	316;	492;	476
4;	38;	21767;	0.483625;	0.481141;	0;	476;	476;	472
1;	41;	21767;	0.488854;	0.488170;	4010;	251;	475;	471
4;	38;	21661;	0.483625;	0.484234;	453;	324;	480;	478
7;	35;	21808;	0.476545;	0.482025;	58;	383;	517;	515
7;	35;	21913;	0.476545;	0.473372;	0;	639;	639;	487
7;	35;	21869;	0.476545;	0.474507;	0;	567;	567;	505
2;	40;	21564;	0.487291;	0.482424;	7;	429;	467;	455
7;	35;	21843;	0.476545;	0.473241;	0;	627;	627;	509
2;	40;	21674;	0.487291;	0.489111;	14147;	198;	470;	458
3;	39;	21855;	0.485553;	0.485061;	14;	426;	504;	476
4;	38;	21694;	0.483625;	0.483590;	9;	438;	474;	472
2;	40;	21709;	0.487291;	0.491225;	33610;	157;	495;	485
5;	37;	21640;	0.481493;	0.478789;	81;	376;	516;	480
3;	39;	21693;	0.485553;	0.482921;	1424;	286;	466;	456
5;	37;	21891;	0.481493;	0.484811;	3914;	251;	467;	465
0;	42;	21735;	0.490257;	0.485806;	524287;	-10559;	475;	455
3;	39;	21758;	0.485553;	0.486258;	36;	390;	562;	474
3;	39;	21496;	0.485553;	0.485904;	1190;	291;	515;	467
3;	39;	21800;	0.485553;	0.483761;	0;	490;	490;	462
6;	36;	21753;	0.479139;	0.480164;	0;	604;	604;	516
3;	39;	21626;	0.485553;	0.479885;	16;	416;	484;	482
5;	37;	21484;	0.481493;	0.480451;	137;	362;	466;	450
1;	41;	21537;	0.488854;	0.484422;	1;	462;	470;	462
3;	39;	21846;	0.485553;	0.479310;	100;	368;	514;	460
4;	38;	21781;	0.483625;	0.485331;	144;	359;	489;	485
2;	40;	21584;	0.487291;	0.486332;	5790;	235;	489;	471
3;	39;	21693;	0.485553;	0.482829;	9;	444;	518;	484
3;	39;	21563;	0.485553;	0.485044;	50;	385;	501;	495
2;	40;	21749;	0.487291;	0.490000;	42968;	144;	528;	496
2;	40;	21687;	0.487291;	0.479873;	28;	397;	461;	453
8;	34;	21554;	0.473693;	0.474807;	0;	621;	621;	501
6;	36;	21700;	0.479139;	0.484700;	1085;	294;	474;	456
4;	38;	21980;	0.483625;	0.482120;	13;	423;	517;	469
3;	39;	21594;	0.485553;	0.485320;	6895;	229;	511;	489
3;	39;	21463;	0.485553;	0.485347;	95;	362;	486;	462
3;	39;	21520;	0.485553;	0.481645;	1;	488;	534;	488
3;	39;	21488;	0.485553;	0.484270;	154;	352;	476;	472
4;	38;	21624;	0.483625;	0.482242;	119;	363;	541;	499
2;	40;	21828;	0.487291;	0.487218;	24099;	173;	511;	463
6;	36;	21856;	0.479139;	0.477581;	0;	511;	511;	457
4;	38;	21633;	0.483625;	0.481255;	0;	542;	542;	472
5;	37;	21766;	0.481493;	0.475145;	0;	599;	599;	527
5;	37;	21745;	0.481493;	0.478179;	4;	438;	476;	462
2;	40;	21452;	0.487291;	0.486248;	3051;	259;	509;	469
1;	41;	21443;	0.488854;	0.491163;	69390;	115;	485;	469
3;	39;	21760;	0.485553;	0.482169;	4;	440;	468;	454
4;	38;	21720;	0.483625;	0.480709;	0;	472;	472;	464
4;	38;	21626;	0.483625;	0.485295;	16638;	190;	502;	482
4;	38;	21581;	0.483625;	0.482925;	1776;	279;	523;	481
2;	40;	21464;	0.487291;	0.488958;	40232;	147;	465;	459
6;	36;	21462;	0.479139;	0.473395;	0;	636;	636;	478
3;	39;	21664;	0.485553;	0.486060;	685;	311;	523;	513
2;	40;	21585;	0.487291;	0.482696;	29;	399;	561;	499
4;	38;	21724;	0.483625;	0.484165;	1;	502;	504;	502
3;	39;	21633;	0.485553;	0.488975;	8368;	222;	492;	470
6;	36;	21509;	0.479139;	0.474127;	0;	567;	567;	501
3;	39;	21615;	0.485553;	0.483461;	3954;	249;	479;	467
5;	37;	21670;	0.481493;	0.490909;	4276;	248;	496;	486
0;	42;	21536;	0.490257;	0.489785;	524287;	-10548;	472;	466
6;	36;	21689;	0.479139;	0.483148;	1525;	287;	521;	503
4;	38;	21742;	0.483625;	0.487950;	12301;	204;	482;	474
6;	36;	21411;	0.479139;	0.479847;	1;	493;	501;	493
4;	38;	21818;	0.483625;	0.487075;	76;	371;	471;	457
4;	38;	21632;	0.483625;	0.482896;	5256;	240;	496;	496
3;	39;	21454;	0.485553;	0.487881;	2216;	270;	458;	432
1;	41;	21651;	0.488854;	0.490370;	2917;	260;	472;	458
9;	33;	21495;	0.470562;	0.471179;	0;	566;	566;	434
4;	38;	21848;	0.483625;	0.479449;	203;	348;	488;	486
4;	38;	21714;	0.483625;	0.482270;	0;	514;	514;	488
2;	40;	21498;	0.487291;	0.485859;	3313;	255;	477;	455
3;	39;	21753;	0.485553;	0.482922;	3136;	260;	486;	482
7;	35;	21785;	0.476545;	0.477347;	0;	506;	506;	456
5;	37;	21683;	0.481493;	0.482498;	12;	420;	510;	460
1;	41;	21830;	0.488854;	0.492808;	222023;	19;	471;	463
2;	40;	21585;	0.487291;	0.488580;	6276;	233;	461;	453
8;	34;	21590;	0.473693;	0.474062;	0;	600;	600;	496
3;	39;	21840;	0.485553;	0.479762;	0;	499;	499;	477
4;	38;	21566;	0.483625;	0.486136;	281;	337;	473;	471
1;	41;	21679;	0.488854;	0.493611;	13786;	200;	488;	480
2;	40;	21820;	0.487291;	0.491842;	8130;	222;	480;	460
6;	36;	21674;	0.479139;	0.483021;	44;	396;	518;	468
4;	38;	21879;	0.483625;	0.481786;	236;	346;	494;	476
2;	40;	21764;	0.487291;	0.488651;	11983;	206;	564;	524
3;	39;	21549;	0.485553;	0.488143;	1483;	283;	535;	465
4;	38;	21721;	0.483625;	0.480917;	1;	491;	509;	491
2;	40;	21776;	0.487291;	0.489162;	20430;	182;	460;	454
5;	37;	21678;	0.481493;	0.483209;	1180;	296;	442;	440
3;	39;	21622;	0.485553;	0.487420;	153;	357;	523;	505
5;	37;	21878;	0.481493;	0.487613;	152;	359;	493;	491
5;	37;	21653;	0.481493;	0.479749;	0;	527;	527;	507
3;	39;	21675;	0.485553;	0.486828;	1383;	289;	473;	451
6;	36;	21700;	0.479139;	0.481935;	2;	448;	526;	468
2;	40;	22012;	0.487291;	0.483327;	6176;	234;	478;	476
6;	36;	21598;	0.479139;	0.484165;	2475;	266;	506;	496
4;	38;	21236;	0.483625;	0.487286;	4615;	242;	466;	460
3;	39;	21472;	0.485553;	0.487379;	26805;	166;	486;	440
5;	37;	21513;	0.481493;	0.482267;	30;	392;	488;	466
4;	38;	21763;	0.483625;	0.484768;	6349;	232;	478;	454
2;	40;	21609;	0.487291;	0.486834;	454;	325;	499;	495
2;	40;	21555;	0.487291;	0.492415;	15393;	195;	509;	469
6;	36;	21763;	0.479139;	0.479208;	0;	500;	500;	468
4;	38;	21283;	0.483625;	0.487008;	1316;	287;	485;	465
1;	41;	21607;	0.488854;	0.486740;	1805;	277;	449;	445
5;	37;	21760;	0.481493;	0.479504;	0;	492;	492;	458
4;	38;	21460;	0.483625;	0.485182;	36;	390;	502;	478
3;	39;	21747;	0.485553;	0.487653;	100;	367;	441;	439
2;	40;	21647;	0.487291;	0.484548;	1;	437;	463;	437
5;	37;	21860;	0.481493;	0.481747;	1768;	284;	490;	486
2;	40;	21616;	0.487291;	0.490933;	18475;	187;	461;	443
3;	39;	21479;	0.485553;	0.483216;	121;	359;	457;	455
6;	36;	21548;	0.479139;	0.481205;	3;	434;	456;	444
4;	38;	21592;	0.483625;	0.481243;	0;	517;	517;	479
2;	40;	21766;	0.487291;	0.484931;	10236;	213;	519;	479
5;	37;	21750;	0.481493;	0.481149;	50;	397;	517;	513
2;	40;	21352;	0.487291;	0.485856;	153;	351;	633;	475
5;	37;	21579;	0.481493;	0.481070;	15;	418;	536;	468
2;	40;	21489;	0.487291;	0.486993;	4359;	247;	501;	501
5;	37;	21470;	0.481493;	0.477783;	0;	478;	478;	472
5;	37;	21642;	0.481493;	0.479300;	49;	384;	480;	462
5;	37;	21947;	0.481493;	0.479610;	0;	554;	554;	500
2;	40;	21389;	0.487291;	0.494273;	35795;	153;	485;	465
6;	36;	21642;	0.479139;	0.480547;	23;	401;	459;	453
5;	37;	22030;	0.481493;	0.484067;	76;	376;	446;	438
4;	38;	21525;	0.483625;	0.487247;	146;	354;	458;	452
5;	37;	21631;	0.481493;	0.477370;	131;	359;	465;	465
2;	40;	21736;	0.487291;	0.484634;	193;	349;	499;	435
4;	38;	21658;	0.483625;	0.481439;	15;	415;	503;	467
3;	39;	21789;	0.485553;	0.483409;	3112;	262;	516;	468
7;	35;	21880;	0.476545;	0.483410;	1526;	285;	489;	471
8;	34;	22008;	0.473693;	0.463695;	0;	773;	773;	505
2;	40;	21568;	0.487291;	0.484792;	240;	339;	553;	499
0;	42;	21591;	0.490257;	0.488305;	524287;	-10543;	515;	473
1;	41;	21511;	0.488854;	0.495421;	163047;	51;	505;	459
7;	35;	21717;	0.476545;	0.474053;	0;	538;	538;	462
5;	37;	21837;	0.481493;	0.480927;	1;	510;	512;	510
8;	34;	21698;	0.473693;	0.478201;	0;	678;	678;	478
8;	34;	21709;	0.473693;	0.472707;	0;	661;	661;	451
5;	37;	22037;	0.481493;	0.478014;	1;	478;	538;	478
8;	34;	21456;	0.473693;	0.472409;	0;	546;	546;	478
5;	37;	21735;	0.481493;	0.482724;	346;	336;	496;	490
6;	36;	21908;	0.479139;	0.477497;	206;	348;	536;	494
3;	39;	21867;	0.485553;	0.489642;	28361;	166;	496;	460
4;	38;	21500;	0.483625;	0.484419;	1601;	279;	553;	543
6;	36;	21658;	0.479139;	0.477376;	0;	544;	544;	472
4;	38;	21460;	0.483625;	0.487651;	654;	312;	506;	486
3;	39;	21816;	0.485553;	0.485149;	131;	362;	484;	464
7;	35;	21650;	0.476545;	0.478337;	1;	490;	512;	490
2;	40;	21451;	0.487291;	0.492751;	74618;	110;	514;	510
4;	38;	21836;	0.483625;	0.476461;	0;	669;	669;	487
2;	40;	21746;	0.487291;	0.488412;	9375;	218;	482;	478
5;	37;	21696;	0.481493;	0.479628;	0;	551;	551;	501
6;	36;	21757;	0.479139;	0.483201;	362;	329;	495;	479
4;	38;	21568;	0.483625;	0.486044;	5295;	238;	536;	474
3;	39;	21421;	0.485553;	0.481724;	1154;	291;	461;	455
8;	34;	21658;	0.473693;	0.477745;	8;	432;	500;	488
4;	38;	21862;	0.483625;	0.484768;	203;	353;	541;	489
2;	40;	21598;	0.487291;	0.485369;	193;	348;	472;	470
3;	39;	21806;	0.485553;	0.488031;	1868;	279;	473;	469
4;	38;	21871;	0.483625;	0.486535;	662;	313;	489;	487
6;	36;	21662;	0.479139;	0.478580;	2;	471;	543;	485
4;	38;	21701;	0.483625;	0.487904;	1513;	285;	449;	445
3;	39;	21917;	0.485553;	0.483734;	120;	371;	489;	487
4;	38;	21723;	0.483625;	0.485614;	987;	302;	486;	452
2;	40;	21708;	0.487291;	0.485121;	284;	339;	517;	487
4;	38;	21710;	0.483625;	0.489452;	240;	343;	461;	457
3;	39;	21598;	0.485553;	0.484813;	606;	313;	545;	449
3;	39;	21734;	0.485553;	0.486887;	321;	332;	494;	474
6;	36;	21641;	0.479139;	0.480153;	4;	456;	530;	506
3;	39;	21546;	0.485553;	0.490718;	4007;	250;	460;	456
1;	41;	21624;	0.488854;	0.488346;	9239;	215;	463;	457
6;	36;	21861;	0.479139;	0.473583;	0;	561;	561;	507
4;	38;	21784;	0.483625;	0.487881;	49050;	137;	465;	459
4;	38;	21425;	0.483625;	0.482100;	118;	366;	490;	488
0;	42;	21865;	0.490257;	0.490784;	524287;	-10731;	491;	475
2;	40;	21673;	0.487291;	0.485627;	43;	391;	457;	457
3;	39;	21729;	0.485553;	0.483916;	78;	375;	483;	475
2;	40;	21810;	0.487291;	0.482944;	1;	465;	469;	465
3;	39;	21534;	0.485553;	0.482400;	25;	404;	468;	458
3;	39;	21907;	0.485553;	0.485461;	726;	312;	484;	476
3;	39;	21688;	0.485553;	0.486214;	354;	331;	483;	465
1;	41;	21608;	0.488854;	0.489819;	2377;	271;	479;	475
5;	37;	21526;	0.481493;	0.480071;	8;	428;	480;	446
3;	39;	21739;	0.485553;	0.484153;	116;	367;	547;	457
3;	39;	21937;	0.485553;	0.484433;	6;	448;	500;	466
5;	37;	21559;	0.481493;	0.483418;	795;	304;	476;	458
1;	41;	21743;	0.488854;	0.494964;	110777;	84;	478;	458
4;	38;	21256;	0.483625;	0.480288;	78;	372;	490;	464
6;	36;	21733;	0.479139;	0.476971;	0;	647;	647;	553
8;	34;	21524;	0.473693;	0.479372;	25;	403;	489;	461
4;	38;	21637;	0.483625;	0.490687;	247909;	6;	460;	456
3;	39;	21642;	0.485553;	0.486230;	1815;	280;	490;	486
2;	40;	21464;	0.487291;	0.486209;	247;	343;	507;	481
7;	35;	21786;	0.476545;	0.478610;	1;	484;	514;	484
5;	37;	21603;	0.481493;	0.475073;	0;	579;	579;	501
6;	36;	21473;	0.479139;	0.490337;	19529;	183;	501;	483
5;	37;	21555;	0.481493;	0.481976;	42;	387;	521;	475
3;	39;	21581;	0.485553;	0.486122;	6;	448;	458;	454
4;	38;	21756;	0.483625;	0.481201;	109;	368;	508;	504
6;	36;	21554;	0.479139;	0.474344;	0;	717;	717;	489
1;	41;	22003;	0.488854;	0.485025;	240;	347;	535;	501
7;	35;	21442;	0.476545;	0.481578;	395;	326;	492;	450
3;	39;	21472;	0.485553;	0.486913;	583;	317;	493;	485
5;	37;	21847;	0.481493;	0.481119;	12;	420;	520;	454
7;	35;	21699;	0.476545;	0.478087;	11;	424;	476;	474
6;	36;	21769;	0.479139;	0.471864;	0;	587;	587;	475
6;	36;	21564;	0.479139;	0.482053;	29;	400;	520;	498
1;	41;	21527;	0.488854;	0.489478;	57932;	126;	502;	476
1;	41;	21702;	0.488854;	0.486453;	61;	389;	517;	517
3;	39;	21637;	0.485553;	0.492998;	17694;	188;	540;	492
4;	38;	21791;	0.483625;	0.484283;	102;	367;	513;	451
6;	36;	21758;	0.479139;	0.480835;	168;	356;	474;	472
3;	39;	21626;	0.485553;	0.491723;	7380;	226;	458;	446
6;	36;	21911;	0.479139;	0.480672;	29;	400;	512;	472
5;	37;	21565;	0.481493;	0.483793;	11;	419;	521;	471
5;	37;	21718;	0.481493;	0.481950;	80;	374;	472;	452
4;	38;	21782;	0.483625;	0.491094;	14570;	199;	493;	477
4;	38;	21887;	0.483625;	0.487276;	1440;	288;	478;	466
2;	40;	21890;	0.487291;	0.485244;	32278;	159;	487;	467
6;	36;	21571;	0.479139;	0.482871;	11;	409;	509;	463
7;	35;	21619;	0.476545;	0.480226;	14;	426;	502;	488
3;	39;	21766;	0.485553;	0.485574;	1795;	280;	556;	494
4;	38;	21694;	0.483625;	0.478612;	173;	349;	501;	491
2;	40;	21597;	0.487291;	0.486040;	5;	447;	515;	477
2;	40;	21794;	0.487291;	0.488162;	2105;	272;	500;	480
4;	38;	21635;	0.483625;	0.483014;	3;	446;	486;	466
5;	37;	21531;	0.481493;	0.480795;	0;	533;	533;	489
4;	38;	21488;	0.483625;	0.480454;	34;	387;	457;	435
3;	39;	21962;	0.485553;	0.485156;	125;	365;	541;	505
5;	37;	21490;	0.481493;	0.479898;	0;	470;	470;	454
2;	40;	21704;	0.487291;	0.488067;	4599;	246;	518;	460
6;	36;	21676;	0.479139;	0.478778;	455;	324;	506;	498
5;	37;	21795;	0.481493;	0.480982;	5;	450;	516;	496
7;	35;	21716;	0.476545;	0.473936;	0;	564;	564;	470
4;	38;	21810;	0.483625;	0.485099;	593;	315;	519;	509
5;	37;	21689;	0.481493;	0.485592;	586;	317;	507;	471
1;	41;	21563;	0.488854;	0.490331;	1610;	283;	461;	455
1;	41;	21455;	0.488854;	0.489956;	49995;	134;	508;	476
2;	40;	21866;	0.487291;	0.487012;	3725;	254;	496;	488
3;	39;	21809;	0.485553;	0.482507;	7;	432;	512;	468
8;	34;	21555;	0.473693;	0.469497;	0;	598;	598;	506
3;	39;	21654;	0.485553;	0.487346;	52491;	132;	534;	492
1;	41;	21485;	0.488854;	0.492716;	18479;	185;	483;	471
6;	36;	21671;	0.479139;	0.475105;	0;	564;	564;	492
4;	38;	21550;	0.483625;	0.485893;	5501;	237;	515;	449
3;	39;	21965;	0.485553;	0.484726;	6;	455;	481;	479
2;	40;	21447;	0.487291;	0.488926;	5885;	235;	457;	455
4;	38;	21398;	0.483625;	0.480699;	2;	456;	462;	460
2;	40;	21750;	0.487291;	0.489011;	88835;	99;	517;	481
3;	39;	21731;	0.485553;	0.489577;	126;	363;	483;	467
5;	37;	21560;	0.481493;	0.481308;	148;	357;	501;	493
2;	40;	21376;	0.487291;	0.488258;	6053;	233;	511;	493
2;	40;	21675;	0.487291;	0.484014;	54;	385;	465;	449
5;	37;	21643;	0.481493;	0.480017;	284;	334;	472;	456
1;	41;	21633;	0.488854;	0.486017;	193;	349;	477;	471
7;	35;	21729;	0.476545;	0.473423;	0;	613;	613;	499
3;	39;	21568;	0.485553;	0.482752;	27;	405;	467;	443
3;	39;	21641;	0.485553;	0.483388;	1420;	290;	492;	490
5;	37;	21507;	0.481493;	0.480867;	13;	417;	481;	473
4;	38;	21681;	0.483625;	0.483880;	8;	421;	571;	493
5;	37;	21784;	0.481493;	0.482189;	792;	306;	494;	492
1;	41;	21949;	0.488854;	0.492095;	12928;	203;	457;	453
4;	38;	21432;	0.483625;	0.478723;	2;	486;	494;	488
4;	38;	21625;	0.483625;	0.476023;	80;	375;	509;	473
3;	39;	21694;	0.485553;	0.488292;	5847;	234;	478;	474
8;	34;	21728;	0.473693;	0.472202;	0;	538;	538;	472
4;	38;	21765;	0.483625;	0.481369;	4;	457;	481;	463
3;	39;	21721;	0.485553;	0.483818;	38;	396;	452;	450
9;	33;	21825;	0.470562;	0.473998;	0;	694;	694;	468
4;	38;	21774;	0.483625;	0.489207;	749;	308;	482;	468
3;	39;	21895;	0.485553;	0.484129;	8;	437;	477;	471
6;	36;	21938;	0.479139;	0.476981;	4;	472;	502;	496
5;	37;	21498;	0.481493;	0.477905;	0;	470;	470;	460
7;	35;	21384;	0.476545;	0.474888;	0;	579;	579;	491
6;	36;	21726;	0.479139;	0.478505;	0;	517;	517;	515
6;	36;	21547;	0.479139;	0.481459;	34;	398;	562;	496
4;	38;	21622;	0.483625;	0.484137;	2035;	273;	491;	477
3;	39;	21889;	0.485553;	0.483165;	11;	419;	529;	463
7;	35;	21529;	0.476545;	0.480422;	4;	454;	568;	470
2;	40;	21798;	0.487291;	0.479631;	39;	395;	501;	483
3;	39;	21412;	0.485553;	0.488371;	693;	310;	480;	442
7;	35;	21636;	0.476545;	0.479479;	2;	457;	503;	465
3;	39;	21542;	0.485553;	0.488673;	5365;	239;	593;	491
3;	39;	21879;	0.485553;	0.484620;	6391;	234;	488;	484
3;	39;	21859;	0.485553;	0.487396;	9474;	218;	550;	482
4;	38;	21505;	0.483625;	0.484724;	3976;	249;	501;	489
1;	41;	21822;	0.488854;	0.487719;	54;	386;	504;	482
4;	38;	21477;	0.483625;	0.482004;	6;	429;	447;	447
4;	38;	21682;	0.483625;	0.480906;	3;	452;	522;	498
3;	39;	21732;	0.485553;	0.488220;	4712;	245;	481;	457
4;	38;	21681;	0.483625;	0.478945;	9;	427;	501;	485
5;	37;	21803;	0.481493;	0.482411;	95;	370;	516;	464
2;	40;	21543;	0.487291;	0.493757;	114604;	80;	490;	462
5;	37;	21547;	0.481493;	0.482805;	356;	329;	459;	453
3;	39;	21426;	0.485553;	0.488752;	214;	345;	479;	479
2;	40;	21824;	0.487291;	0.483825;	266;	337;	475;	471
2;	40;	21774;	0.487291;	0.482272;	278;	338;	478;	460
2;	40;	21632;	0.487291;	0.485068;	15361;	194;	468;	456
5;	37;	21751;	0.481493;	0.482644;	3;	454;	508;	474
2;	40;	21586;	0.487291;	0.494302;	53098;	132;	470;	466
4;	38;	21633;	0.483625;	0.483752;	32;	391;	469;	453
3;	39;	21489;	0.485553;	0.486481;	202;	346;	504;	486
5;	37;	21665;	0.481493;	0.481191;	2;	452;	488;	478
7;	35;	21878;	0.476545;	0.472529;	0;	557;	557;	457
7;	35;	21414;	0.476545;	0.475203;	0;	632;	632;	462
5;	37;	21645;	0.481493;	0.486579;	39;	392;	506;	486
3;	39;	21681;	0.485553;	0.485909;	88;	370;	624;	522
2;	40;	21725;	0.487291;	0.483959;	223;	344;	434;	432
2;	40;	21769;	0.487291;	0.483210;	485;	322;	498;	488
3;	39;	21796;	0.485553;	0.486741;	7627;	225;	549;	497
6;	36;	21641;	0.479139;	0.475579;	0;	531;	531;	475
5;	37;	21644;	0.481493;	0.484060;	537;	318;	480;	478
2;	40;	21646;	0.487291;	0.482999;	6;	443;	477;	475
1;	41;	21754;	0.488854;	0.482256;	1;	491;	505;	491
5;	37;	21667;	0.481493;	0.485254;	63;	376;	544;	520
